acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Outras Ações;Outros;0;Orientação tecnica em conjunto com a Proteção Especial sobre demandas do MP;27/01/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o primeiro acesso da adjunta no sistema SAA;26/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a vincular e delegar perfil no sistema SAA;26/01/2022;17/08/2022;Guarantã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre incompatibilidade de acesso aos sistemas pela coordenadora do cras e presidente do conselho (a mesma pessoa tem as duas funções);26/01/2022;17/08/2022;Apiacás;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de notificação por e-mail aos municípios com pendências nos Planos Municipais: Araguainha, Barão de Melgaço, São José do Povo, Tesouro, Carlinda, Sorriso, Marcelândia.;12/01/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mails informando aos 3 municípios( Alto Garças, Santa Cruz do Xingu e São José do Xingu) que não preencheram o formulário do Censo SUAS pertinente ao Conselho Municipal de Assistência Social, que o prazo se estendeu até o dia 28/01/2022.;17/01/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mails para os municípios reforçando sobre a importância do envio dos Planos Municipais de Assistência Social para a SETASC;19/01/2022;17/08/2022;***Todos os municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento a SESP na pessoa da Adriana sobre duvidas do BI 35/2020.;20/01/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Divulgação do status de preenchimento do Relatório Anual 2021 por e-mail.;20/01/2022;17/08/2022;***Todos os municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Implantação da VS - Gislaine;21/01/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mail notificando o município de Terra Nova do Norte sobre pendências no documento do Plano Municipal de Assistência Social.;21/01/2022;17/08/2022;Terra Nova do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;26/01/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;26/01/2022;17/08/2022;Chapada dos Guimarães;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;26/01/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre execução de recursos;26/01/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;26/01/2022;17/08/2022;Nova Marilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;26/01/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre abertura do processo de prestação de contas e plano de ação do FEAS-MT;26/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;26/01/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;26/01/2022;17/08/2022;Rio Branco;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;26/01/2022;17/08/2022;Feliz Natal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acessoda presidente do conselho ao SAA - demonstrativo;25/01/2022;17/08/2022;Apiacás;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de acesso da gestora e adjunta aos sistemas rede SUAS .;25/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre vincular e delegar perfil no sistema SAA;25/01/2022;17/08/2022;Terra Nova do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre vincular e delegar perfil no sistema SAA;25/01/2022;17/08/2022;Guarantã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Nova Marilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Alto Paraguai;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Nobres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual - Centro POP;25/01/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;25/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mail notificando os municípios de São José do Xingu e Alto Garças sobre o preenchimento do questionário Conselho Municipal, referente ao Censo SUAS 2021;25/01/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;25/01/2022;17/08/2022;Novo Santo Antônio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;25/01/2022;17/08/2022;Ipiranga do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;25/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Censo SUAS 2021 Conselho;26/01/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Curvelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;25/01/2022;17/08/2022;Cocalinho;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira do SUAS;25/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira do SUAS;25/01/2022;17/08/2022;Sorriso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira do SUAS;25/01/2022;17/08/2022;Feliz Natal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira do SUAS;25/01/2022;17/08/2022;Pontes e Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira do SUAS;25/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre preenchimento da Prestação 2021;25/01/2022;17/08/2022;Guiratinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;25/01/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;25/01/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;25/01/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;25/01/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;24/01/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;24/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;24/01/2022;17/08/2022;Santo Antônio do Leste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação prestação Feas;24/01/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;24/01/2022;17/08/2022;Salto do Céu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento da prestação de contas 2021 FEAS;24/01/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;24/01/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;24/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;24/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;"Orientações sobre Demonstrativo Físico e Financeiro 2020
";24/01/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;24/01/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre preenchimento da Prestação 2021;24/01/2022;17/08/2022;Comodoro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre abertura do processo de prestação de contas e plano de ação do FEAS-MT;24/01/2022;17/08/2022;Sorriso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre abertura do processo de prestação de contas e plano de ação do FEAS-MT;24/01/2022;17/08/2022;Denise;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;24/01/2022;17/08/2022;Nobres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano e Prestação FEAS;24/01/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o quem pode ocupar o cargo adjunto da SMAS, suas funções e atribuições de acordo com as normativas;24/01/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;21/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;21/01/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;21/01/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;21/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;21/01/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos do SUAS;21/01/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Prestação e Plano de Ação FEAS;21/01/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Reprogramação e Recurso da Covid;21/01/2022;17/08/2022;Barra do Bugres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Censo Conselho;21/01/2022;17/08/2022;Carlinda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Reprogramação e Recurso da Covid;21/01/2022;17/08/2022;Cotriguaçu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;21/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;21/01/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o preenchimento do Plano de ação 2022 e Prestação de contas 2021 FEAS/MT;21/01/2022;17/08/2022;Novo Santo Antônio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;21/01/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;21/01/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o oficio de regulação do fundo (artigo 30 LOAS);21/01/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;21/01/2022;17/08/2022;Itiquira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre prestação de contas 2021 e execução do FEAS/MT;21/01/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Jangada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de atualização do sistema Cadsuas;21/01/2022;17/08/2022;Barão de Melgaço;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a vincular e delegar perfil a tecnicos no sistema SAA;21/01/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;20/01/2022;17/08/2022;Torixoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos do SUAS;20/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos do SUAS;20/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;20/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;20/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Censo Fundo;20/01/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Prestação e Plano de Ação FEAS;20/01/2022;17/08/2022;Tapurah;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Demonstrativo Federal;20/01/2022;17/08/2022;Itiquira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Prestação e Plano de Ação FEAS;20/01/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;20/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o sistema de relatório de parcelas pagas;20/01/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;20/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;20/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;20/01/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a atualização do sistema Cadsuas, pois houve troca de gestora;20/01/2022;17/08/2022;Barra do Bugres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a troca de adjunta no sistema SAA e;20/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Apoio tecnico sobre a intituição de nucleo de educação permanente do SUAS;20/01/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;19/01/2022;17/08/2022;Rosário Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos do SUAS;19/01/2022;17/08/2022;Paranatinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;19/01/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Reprogramação e Recurso da Covid;19/01/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Formulário de e-mail e Demonstrativo Federal;19/01/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Formulário de e-mail e Recurso Covid;19/01/2022;17/08/2022;Comodoro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;19/01/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;19/01/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre inscrição de entidades no CMAS;19/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;19/01/2022;17/08/2022;Torixoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;19/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;19/01/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o oficio de regulação do fundo (artigo 30 LOAS);19/01/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação e análise da prestação de contas 2021 e Plano de ação 2022 FEAS/MT;19/01/2022;17/08/2022;Nova Canaã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de acesso ao sistemas rede suas pela presidente do CMAS;19/01/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o acesso da secretaria executiva do CMAS aos sistemas rede SUAS;19/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de recuperação do acesso da Gestora nos sistemas Rede SUAS e como fazer a indicação de adjunta;19/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a ativação de senha no sistema SAA;19/01/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;orientação sobre duvidas referente a composição/contratação de profissionais pra equipe das unidades de acolhimento;19/01/2022;17/08/2022;Nova Brasilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação passo a passo de acesso aos sistemas SAA;19/01/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;18/01/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;18/01/2022;17/08/2022;Canarana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;18/01/2022;17/08/2022;Guiratinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;18/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;18/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;18/01/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;18/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;18/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a ativação de acesso ao sistema SAA;18/01/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;17/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;17/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual;26/01/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Demonstrativo 2020;14/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano e prestação FEAS;14/01/2022;17/08/2022;Nova Canaã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;14/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;14/01/2022;17/08/2022;Carlinda;1
