acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação de acesso ao Sistema SAA;17/05/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;17/05/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema cadsuas - atualização do CMAS;19/05/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema cadsuas;19/05/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;19/05/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;19/05/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA;24/05/2022;17/08/2022;Castanheira;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;2;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;25/05/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;10;orientação tecnica conjunta, orientamos referente aos sistemas cadsuas e SAA;26/05/2022;17/08/2022;Planalto da Serra;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação da aão de ativar tecnica do municipio no sistema SAA;26/05/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente a troca de senha no sistema SAA;26/05/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao primeiro acesso da gestora no sistema SAA e atualização do sistema cadsuas;30/05/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;30/05/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;30/05/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;31/05/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema cadsuas;31/05/2022;17/08/2022;Juscimeira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA;31/05/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;5;Orientação referente á gestão do trabalho e nucelo de educação permanente;31/05/2022;17/08/2022;Nova Olímpia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema cadsuas;31/05/2022;17/08/2022;Poconé;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;6;orientação referente a gestão do trabalho e as atribuições dos profissionais de niveis medio e fundamentsal completos conforme a resolução 09/2014;12/05/2022;17/08/2022;União do Sul;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;5;Explanação geral sobre a gestão do trabalho e dialogo acerca do plano de cargos carreiras e salarios;12/05/2022;17/08/2022;Feliz Natal;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;2;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;17/05/2022;17/08/2022;Vera;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;4;orientação referente aos sistemas cadsuas e saa;26/05/2022;17/08/2022;Planalto da Serra;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;24/05/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;24/05/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;24/05/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;25/05/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;26/05/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;7;Orientação sobre gestão financeira e orçamentária do FMAS e CNEAS.;31/05/2022;17/08/2022;Nova Olímpia;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;25/05/2022;17/08/2022;Nova Bandeirantes;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado no município;11;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;05/05/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;8;Orientação sobre a elaboração do PMAS;02/06/2022;17/08/2022;Santa Cruz do Xingu;1
Outras Ações;Outros;0;01 novo cadastro de estagiario da SAAS no sistema Cadsuas e 01 atualização de servidora da SAAS no sistema cadsuas;25/05/2022;17/08/2022;*Não se aplica;1
Outras Ações;Outros;0;Agenda Regulatória - Regulação: 1º reunião do GT estadual;03/06/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre gestão financeira e orçamentária do SUAS.;06/06/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre gestão financeira e orçamentária do SUAS.;06/06/2022;17/08/2022;Alto Paraguai;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;06/06/2022;17/08/2022;Cáceres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;06/06/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;6;Orientação sobre gerenciamento dos sistemas de informação do SUAS;07/06/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;08/06/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre pendências do PMAS do municipio.;07/06/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;1;Orientação sobre extração de informações socioassistenciais sobre implantação de CRAS;10/06/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;1;Orientação sobre gestão financeira e orçamentária do SUAS e Reconhecimento das Entidades e Organizações de Assistência Social.;07/06/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;06/06/2022;17/08/2022;Luciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;06/06/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre plano de ação FEAS.;06/06/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;06/06/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;06/06/2022;17/08/2022;São José do Rio Claro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;07/06/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre plano de ação FEAS.;07/06/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise Prestação de contas e plano de ação FEAS.;07/06/2022;17/08/2022;General Carneiro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;08/06/2022;17/08/2022;Peixoto de Azevedo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre Lei do SUAS,;08/06/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre plano de ação FEAS.;08/06/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Criação do manual da agenda regulatória.;14/06/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;13/06/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;2;Orientação sobre os recursos extraordinários da COVID e o envio dos documentos para MC sobre a suspensão dos recursos.;14/06/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre os recursos extraordinários da Calamidade P. 751.;14/06/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre os recursos federais e estadual - em especial IGD PAB.;15/06/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre o plano de ação federal 2022 - sistema suasweb.;15/06/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre o demonstrativo 2020 e prestação e plano estadual.;15/06/2022;17/08/2022;Juara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de contas e plano de ação FEAS.;15/06/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre execução de recursos.;15/06/2022;17/08/2022;São Félix do Araguaia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 210 - Prestação de Contas;02/06/2022;17/08/2022;Indiavaí;1
Outras Ações;Manifestação Técnica;0;Manif. nº 211 - Plano de Ação;02/06/2022;17/08/2022;Indiavaí;1
Outras Ações;Manifestação Técnica;0;Manif. nº 212 - Prestação de Contas;02/06/2022;17/08/2022;Glória D'Oeste;1
Outras Ações;Manifestação Técnica;0;Manif. nº 213 - Plano de Ação;02/06/2022;17/08/2022;Glória D'Oeste;1
Outras Ações;Manifestação Técnica;0;Manif. nº 214 - Prestação de Contas;07/06/2022;17/08/2022;Cláudia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 215 - Plano de Ação;07/06/2022;17/08/2022;Cláudia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 216 - Prestação de Contas;07/06/2022;17/08/2022;Nova Ubiratã;1
Outras Ações;Manifestação Técnica;0;Manif. nº 217 - Plano de Ação;07/06/2022;17/08/2022;Nova Ubiratã;1
Outras Ações;Manifestação Técnica;0;Manif. nº 218 - Prestação de Contas;07/06/2022;17/08/2022;Porto Esperidião;1
Outras Ações;Manifestação Técnica;0;Manif. nº 219 - Plano de Ação;07/06/2022;17/08/2022;Porto Esperidião;1
Outras Ações;Manifestação Técnica;0;Manif. nº 220 - Prestação de Contas;07/06/2022;17/08/2022;Sorriso;1
Outras Ações;Manifestação Técnica;0;Manif. nº 221 - Plano de Ação;07/06/2022;17/08/2022;Sorriso;1
Outras Ações;Manifestação Técnica;0;Manif. nº 222 - Prestação de Contas;07/06/2022;17/08/2022;Serra Nova Dourada;1
Outras Ações;Manifestação Técnica;0;Manif. nº 223 - Prestação de Contas;13/06/2022;17/08/2022;Aripuanã;1
Outras Ações;Manifestação Técnica;0;Manif. nº 224 - Plano de Ação;13/06/2022;17/08/2022;Aripuanã;1
Outras Ações;Manifestação Técnica;0;Manif. nº 225 - Prestação de Contas;13/06/2022;17/08/2022;Castanheira;1
Outras Ações;Manifestação Técnica;0;Manif. nº 226 - Plano de Ação;13/06/2022;17/08/2022;Castanheira;1
Outras Ações;Manifestação Técnica;0;Manif. nº 227 - Prestação de Contas;13/06/2022;17/08/2022;Juruena;1
Outras Ações;Manifestação Técnica;0;Manif. nº 228 - Plano de Ação;13/06/2022;17/08/2022;Juruena;1
Outras Ações;Manifestação Técnica;0;Manif. nº 229 - Prestação de Contas;13/06/2022;17/08/2022;Porto Estrela;1
Outras Ações;Manifestação Técnica;0;Manif. nº 230 - Plano de Ação;13/06/2022;17/08/2022;Porto Estrela;1
Outras Ações;Manifestação Técnica;0;Manif. nº 231 - Prestação de Contas;13/06/2022;17/08/2022;Tangará da Serra;1
Outras Ações;Manifestação Técnica;0;Manif. nº 232 - Plano de Ação;13/06/2022;17/08/2022;Tangará da Serra;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;93;Apresentação da Construção da Agenda Regulatória da Politica de Assistência Social em MT para o Biênio 2022 -2023 e Socialização do Link para consulta de levantamento de temas (consulta publica) ate dia 27/06;21/06/2022;17/08/2022;***Todos os municípios;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Proposta de Cofinanciamento Estadual;22/06/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Dados sobre Migrantes para Leicy.;23/06/2022;17/08/2022;*Não se aplica;1
Outras Ações;Manifestação Técnica;0;Manif. nº 233 - Prestação de Contas;20/06/2022;17/08/2022;Campo Novo do Parecis;1
Outras Ações;Manifestação Técnica;0;Manif. nº 235 - Prestação de Contas;20/06/2022;17/08/2022;Alto Garças;1
Outras Ações;Manifestação Técnica;0;Manif. nº 236 - Plano de Ação;20/06/2022;17/08/2022;Alto Garças;1
Outras Ações;Manifestação Técnica;0;Manif. nº 237 - Prestação de Contas;20/06/2022;17/08/2022;Juruena;1
Outras Ações;Manifestação Técnica;0;Manif. nº 238 - Plano de Ação;20/06/2022;17/08/2022;Juruena;1
Outras Ações;Manifestação Técnica;0;Manif. nº 239 - Prestação de Contas;20/06/2022;17/08/2022;General Carneiro;1
Outras Ações;Manifestação Técnica;0;Manif. nº 242 - Prestação de Contas;20/06/2022;17/08/2022;São Félix do Araguaia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 243 - Plano de Ação;20/06/2022;17/08/2022;Pontal do Araguaia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 244 - Plano de Ação;20/06/2022;17/08/2022;Campo Novo do Parecis;1
Outras Ações;Manifestação Técnica;0;Manif. nº 245 - Prestação de Contas;20/06/2022;17/08/2022;Curvelândia;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Demanda sobre Benefícios Eventuais solicitado via e-mail pela Ariane.;28/06/2022;17/08/2022;*Não se aplica;1
Outras Ações;Manifestação Técnica;0;Manif. nº 246 - Plano de Ação;20/06/2022;17/08/2022;Curvelândia;1
Outras Ações;Manifestação Técnica;0;Manif. nº 247 - Prestação de Contas;22/06/2022;17/08/2022;Ipiranga do Norte;1
Outras Ações;Manifestação Técnica;0;Manif. nº 248 - Plano de Ação;22/06/2022;17/08/2022;Ipiranga do Norte;1
Outras Ações;Manifestação Técnica;0;Manif. nº 249 - Prestação de Contas;22/06/2022;17/08/2022;Lucas do Rio Verde;1
Outras Ações;Manifestação Técnica;0;Manif. nº 250 - Plano de Ação;22/06/2022;17/08/2022;Lucas do Rio Verde;1
Outras Ações;Manifestação Técnica;0;Manif. nº 251 - Prestação de Contas;22/06/2022;17/08/2022;Mirassol D'Oeste;1
Outras Ações;Manifestação Técnica;0;Manif. nº 252 - Plano de Ação;22/06/2022;17/08/2022;Mirassol D'Oeste;1
Outras Ações;Manifestação Técnica;0;Manif. nº 253 - Prestação de Contas;22/06/2022;17/08/2022;São José do Xingu;1
Outras Ações;Manifestação Técnica;0;Manif. nº 254 - Plano de Ação;22/06/2022;17/08/2022;São José do Xingu;1
Outras Ações;Manifestação Técnica;0;Manif. nº 255 - Prestação de Contas;22/06/2022;17/08/2022;São José dos Quatro Marcos;1
Outras Ações;Manifestação Técnica;0;Manif. nº 256 - Plano de Ação;22/06/2022;17/08/2022;São José dos Quatro Marcos;1
Outras Ações;Manifestação Técnica;0;Manif. nº 257 - Prestação de Contas;22/06/2022;17/08/2022;Juína;1
Outras Ações;Manifestação Técnica;0;Manif. nº 258 - Plano de Ação;22/06/2022;17/08/2022;Juína;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;3;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;28/06/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações plano de ação do cof. estadual.;21/06/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas e plano de ação FEAS.;21/06/2022;17/08/2022;Cáceres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas do FEAS.;08/06/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;08/06/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;09/06/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas do FEAS 2021.;09/06/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas do FEAS 2021.;20/06/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;20/06/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;20/06/2022;17/08/2022;Nova Bandeirantes;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre Plano de Ação do FEAS 2022.;22/06/2022;17/08/2022;Serra Nova Dourada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;22/06/2022;17/08/2022;Luciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;22/06/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;27/06/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;27/06/2022;17/08/2022;Luciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;2;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;28/06/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre Plano de Ação do FEAS 2022.;28/06/2022;17/08/2022;General Carneiro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre Agenda regulatória.;21/06/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações plano de ação do cof. estadual.;21/06/2022;17/08/2022;Mirassol D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas e plano de ação FEAS.;21/06/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021 e Plano de Ação do FEAS 2022.;24/06/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o envio do PMAS via sistema de recebimento da VS.;24/06/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre pendências do PMAS.;27/06/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre pendências do PMAS.;09/06/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao acesso ao sistema SAA;03/06/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;6;Orientações sobre gestão do trabalho composição e atribuição de profissionais de nivel superior;02/06/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA (ativação de acesso);03/06/2022;17/08/2022;Cocalinho;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema SAA (prontuario eletronico);03/06/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA (ativação de perfil de acesso);06/06/2022;17/08/2022;Chapada dos Guimarães;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA (ativação de perfil);06/06/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente aos sistemas cadsuas e SAA;07/06/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;3;Orientação referente á gestão do trablaho plano de educação permanente do SUAS;07/06/2022;17/08/2022;Nova Ubiratã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA;07/06/2022;17/08/2022;Ribeirãozinho;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;1;Orientação sobre as competencias da VS Municipal: elaboração de materiais informativos do SUAS: relatorios mensais, trimestraus e anuais, boletins e monitoramento do PMAS;01/07/2022;17/08/2022;Marcelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA, acesso do presidente do Cmas;08/06/2022;17/08/2022;Aripuanã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sisatema SAA, ativação de trabalhador;09/06/2022;17/08/2022;Juruena;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;09/06/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações Prestação de contas 2021.;29/06/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;3;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;29/06/2022;17/08/2022;Luciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - ativação de perfil de acesso;09/06/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação acerca do sistema SAA - permissoes e delegaçao de perfil;10/06/2022;17/08/2022;Colíder;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;2;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;30/06/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - acesso;13/06/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - como vincular e delegar perfil;14/06/2022;17/08/2022;Alto Paraguai;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - acesso;20/06/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Oreintação referente ao sistema cadsuas;20/06/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA;21/06/2022;17/08/2022;Cotriguaçu;1
Outras Ações;Outros;0;Ativação de perfil de acesso de servidora da gestão do trabalho no sistema SAA;21/06/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA;27/06/2022;17/08/2022;Campinápolis;1
